ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not used,Season,Crop_status 
24846,1898,0,1,2,70,26.0,13,2,0
24847,1898,0,1,2,40,36.0,18,2,1
24848,1898,0,1,2,40,43.0,6,1,1
24849,1898,0,1,2,30,27.0,19,3,2
24850,2015,0,1,2,10,5.0,32,2,0
24852,2016,0,1,2,10,40.0,11,1,0
24853,2016,0,1,2,15,20.0,31,1,0
24854,2015,0,1,2,20,14.0,22,1,0
24855,2015,0,1,2,20,31.0,18,1,0
24856,2015,0,1,2,20,40.0,4,1,0
24857,2015,0,1,2,25,34.0,17,1,0
24858,2016,0,1,2,30,36.0,11,2,0
24859,2016,0,1,2,30,40.0,15,3,0
24860,2015,0,1,2,35,19.0,20,1,0
24861,2015,0,1,2,35,40.0,12,2,0
24862,2016,0,1,2,40,20.0,25,3,0
24863,2015,0,1,2,40,23.0,17,2,0
24864,2016,0,1,2,40,36.0,14,2,0
24866,2016,0,1,2,50,31.0,19,2,0
24867,2016,0,1,2,50,35.0,12,2,0
24868,2015,0,1,2,60,19.0,27,2,0
24869,2015,0,1,2,80,36.0,18,1,0
24870,2016,0,1,2,25,28.0,11,2,1
24871,2015,0,1,2,10,35.0,2,2,1
24872,2138,0,1,2,10,31.0,8,1,0
24874,2138,0,1,2,10,35.0,13,1,0
24875,2139,0,1,2,15,20.0,28,3,0
24876,2138,0,1,2,15,23.0,29,2,0
24877,2138,0,1,2,15,42.0,15,1,0
24878,2139,0,1,2,20,15.0,24,2,0
24879,2138,0,1,2,20,28.0,15,2,0
24880,2139,0,1,2,20,36.0,14,1,0
24881,2138,0,1,2,30,17.0,33,3,0
24882,2139,0,1,2,30,30.0,26,1,0
24883,2139,0,1,2,30,33.0,14,1,0
24884,2139,0,1,2,40,44.0,8,1,0
24885,2138,0,1,2,50,20.0,28,1,0
24886,2138,0,1,2,50,23.0,25,2,0
24887,2139,0,1,2,50,41.0,11,1,0
24888,2138,0,1,2,60,30.0,26,1,0
24889,2138,0,1,2,60,31.0,23,3,0
24890,2138,0,1,2,20,20.0,32,1,1
24891,2139,0,1,2,60,43.0,4,2,1
24892,2139,0,1,2,80,45.0,7,1,1
24893,2138,0,1,2,20,19.0,33,2,1
24895,2267,0,1,2,15,43.0,6,2,0
24896,2267,0,1,2,20,20.0,27,1,0
24897,2267,0,1,2,20,20.0,34,3,0
24898,2267,0,1,2,20,37.0,8,2,0
24899,2267,0,1,2,25,16.0,37,1,0
24900,2267,0,1,2,40,16.0,35,3,0
24901,2267,0,1,2,50,30.0,20,2,0
24902,2267,0,1,2,50,35.0,19,1,0
24903,2267,0,1,2,50,35.0,20,2,0
24904,2267,0,1,2,50,46.0,9,2,0
24905,2267,0,1,2,55,20.0,24,3,0
24906,2267,0,1,2,20,28.0,21,1,1
24908,2267,0,1,2,15,32.0,17,2,1
24910,2267,0,1,2,30,47.0,5,3,2
24911,2401,0,1,2,10,5.0,33,2,0
24912,2401,0,1,2,10,15.0,36,1,0
24913,2401,0,1,2,10,34.0,22,2,0
24914,2401,0,1,2,15,38.0,12,3,0
24915,2402,0,1,2,15,47.0,0,2,0
24916,2401,0,1,2,20,13.0,40,3,0
24917,2401,0,1,2,20,27.0,18,2,0
24918,2401,0,1,2,20,38.0,17,3,0
24919,2402,0,1,2,30,24.0,26,1,0
24920,2402,0,1,2,35,30.0,22,1,0
24921,2402,0,1,2,35,35.0,12,1,0
24922,2402,0,1,2,40,12.0,35,2,0
24923,2401,0,1,2,40,18.0,34,1,0
24924,2401,0,1,2,45,30.0,15,1,0
24925,2401,0,1,2,20,20.0,23,2,1
24926,2401,0,1,2,40,38.0,16,2,1
24927,2402,0,1,2,20,40.0,5,3,1
24928,2402,0,1,2,10,16.0,36,1,1
24929,2401,0,1,2,10,30.0,10,2,1
24930,2402,0,1,2,20,34.0,20,2,1
24931,2541,0,1,2,20,33.0,17,3,0
24932,2542,0,1,2,20,20.0,32,2,0
24933,2542,0,1,2,20,35.0,19,2,0
24934,2541,0,1,2,20,38.0,7,2,0
24935,2541,0,1,2,20,42.0,21,3,0
24936,2541,0,1,2,20,45.0,9,3,0
24938,2541,0,1,2,25,31.0,20,2,0
24939,2541,0,1,2,30,25.0,21,2,0
24940,2541,0,1,2,30,43.0,18,3,0
24941,2542,0,1,2,30,46.0,2,2,0
24942,2542,0,1,2,30,47.0,3,2,0
24943,2541,0,1,2,60,40.0,6,2,0
24944,2541,0,1,2,20,46.0,9,3,1
24945,2542,0,1,2,20,39.0,11,2,1
24948,2688,0,1,2,5,28.0,14,2,0
24950,2687,0,1,2,20,25.0,22,2,0
24951,2687,0,1,2,20,28.0,27,2,0
24952,2688,0,1,2,20,48.0,4,2,0
24953,2688,0,1,2,30,12.0,32,3,0
24954,2688,0,1,2,30,43.0,5,3,0
24955,2687,0,1,2,35,27.0,28,2,0
24956,2688,0,1,2,40,9.0,36,2,0
24957,2688,0,1,2,40,21.0,26,3,0
24958,2688,0,1,2,10,15.0,28,1,1
24959,2688,0,1,2,10,44.0,10,3,1
24960,2688,0,1,2,20,12.0,42,1,1
24961,2840,0,1,2,5,30.0,8,2,0
24963,2840,0,1,2,10,25.0,28,3,0
24964,2840,0,1,2,10,26.0,21,2,0
24966,2840,0,1,2,20,20.0,33,3,0
24967,2840,0,1,2,20,25.0,23,2,0
24968,2840,0,1,2,20,33.0,24,3,0
24969,2840,0,1,2,20,35.0,23,1,0
24970,2840,0,1,2,20,41.0,17,1,0
24972,2840,0,1,2,25,34.0,20,2,0
24973,2840,0,1,2,25,52.0,3,2,0
24974,2840,0,1,2,30,28.0,26,1,0
24975,2840,0,1,2,30,46.0,11,2,0
24976,2840,0,1,2,40,10.0,43,1,0
24977,2840,0,1,2,40,43.0,16,2,0
24978,2840,0,1,2,50,32.0,22,2,0
24979,2840,0,1,2,60,14.0,38,2,0
24980,2840,0,1,2,40,40.0,14,1,1
24981,2999,0,1,2,5,27.0,24,1,0
24982,2999,0,1,2,10,22.0,32,2,0
24983,2999,0,1,2,10,30.0,24,2,0
24984,2999,0,1,2,15,36.0,13,1,0
24985,2999,0,1,2,15,38.0,22,2,0
24986,2999,0,1,2,20,21.0,32,2,0
24987,2999,0,1,2,30,22.0,26,2,0
24988,2999,0,1,2,30,30.0,24,2,0
24989,2999,0,1,2,40,26.0,30,1,0
24990,2999,0,1,2,40,38.0,20,1,0
24992,2999,0,1,2,20,16.0,38,2,1
24993,2999,0,1,2,50,40.0,16,2,1
24994,3164,0,1,2,10,16.0,34,3,0
24995,3165,0,1,2,10,17.0,37,3,0
24996,3164,0,1,2,20,30.0,25,2,0
24997,3164,0,1,2,20,40.0,11,2,0
24998,3164,0,1,2,25,40.0,20,2,0
25000,3164,0,1,2,50,41.0,14,2,0
25001,3165,0,1,2,60,43.0,18,3,1
25002,3337,0,1,2,40,30.0,26,2,0
25003,3336,0,1,2,10,39.0,18,1,0
25004,3337,0,1,2,15,12.0,44,2,0
25005,3337,0,1,2,15,35.0,16,3,0
25006,3336,0,1,2,20,20.0,34,2,0
25007,3336,0,1,2,20,35.0,20,2,0
25008,3336,0,1,2,20,48.0,7,3,0
25009,3336,0,1,2,40,24.0,36,2,0
25010,3337,0,1,2,50,40.0,19,1,0
25011,3337,0,1,2,10,41.0,17,3,1
25012,3337,0,1,2,40,47.0,15,1,1
25013,3336,0,1,2,5,12.0,41,2,1
25014,3516,0,1,2,15,28.0,27,2,0
25015,3515,0,1,2,15,35.0,12,3,0
25016,3515,0,1,2,20,20.0,27,2,0
25017,3516,0,1,2,20,40.0,17,2,0
25018,3515,0,1,2,20,60.0,3,2,0
25019,3516,0,1,2,20,59.0,6,2,1
25020,3702,0,1,2,5,7.0,46,1,0
25021,3702,0,1,2,20,18.0,42,2,0
25022,3702,0,1,2,20,30.0,28,2,0
25023,3702,0,1,2,40,30.0,28,3,1
25024,3702,0,1,2,15,43.0,14,1,1
25026,3702,0,1,2,20,54.0,6,2,1
25027,3702,0,1,2,30,30.0,16,2,2
25028,3896,0,1,2,20,25.0,25,3,0
25029,3895,0,1,2,20,25.0,33,1,0
25030,3896,0,1,2,30,42.0,19,3,0
25032,4096,0,1,2,20,29.0,34,2,0
25035,150,1,0,2,10,9.0,5,2,0
25036,151,1,0,2,10,13.0,4,1,0
25037,150,1,0,2,10,17.0,0,2,0
25038,209,1,0,2,20,22.0,1,1,0
25040,232,1,0,2,20,15.0,5,2,0
25042,256,1,0,2,10,18.0,4,1,0
25043,257,1,0,2,20,22.0,5,3,0
25044,256,1,0,2,25,21.0,3,2,0
25045,283,1,0,2,10,12.0,9,1,0
25046,283,1,0,2,10,17.0,9,1,0
25047,312,1,0,2,30,10.0,12,1,0
25048,342,1,0,2,10,17.0,8,2,0
25049,342,1,0,2,20,18.0,7,1,0
25050,342,1,0,2,20,24.0,0,1,0
25051,342,1,0,2,20,25.0,2,2,0
25052,342,1,0,2,20,26.0,0,2,0
25053,342,1,0,2,40,32.0,3,3,0
25054,342,1,0,2,60,30.0,2,2,0
25056,375,1,0,2,15,16.0,12,2,0
25057,375,1,0,2,15,20.0,11,1,0
25058,375,1,0,2,20,25.0,1,2,0
25059,375,1,0,2,30,13.0,14,3,0
25060,375,1,0,2,40,16.0,10,2,0
25061,375,1,0,2,60,21.0,11,3,0
25062,375,1,0,2,60,25.0,6,1,0
25063,410,1,0,2,5,23.0,5,1,0
25064,410,1,0,2,10,5.0,13,1,0
25065,410,1,0,2,15,16.0,4,2,0
25066,410,1,0,2,20,17.0,7,1,0
25067,411,1,0,2,20,17.0,8,2,0
25069,410,1,0,2,20,22.0,0,2,0
25070,448,1,0,2,5,26.0,0,2,0
25071,448,1,0,2,10,28.0,4,1,0
25072,448,1,0,2,20,19.0,11,2,0
25073,448,1,0,2,20,20.0,0,1,0
25074,448,1,0,2,20,20.0,10,2,0
25076,448,1,0,2,30,22.0,1,2,0
25077,448,1,0,2,40,30.0,0,3,0
25078,448,1,0,2,10,9.0,7,2,1
25079,488,1,0,2,5,10.0,3,2,0
25080,488,1,0,2,5,10.0,13,1,0
25081,488,1,0,2,10,10.0,2,3,0
25082,488,1,0,2,10,10.0,17,2,0
25083,489,1,0,2,10,11.0,11,1,0
25085,488,1,0,2,10,26.0,5,3,0
25087,488,1,0,2,15,27.0,5,1,0
25088,488,1,0,2,20,20.0,8,3,0
25090,531,1,0,2,5,6.0,0,2,0
25091,531,1,0,2,20,17.0,15,1,0
25092,531,1,0,2,25,18.0,1,2,0
25095,577,1,0,2,10,32.0,0,2,0
25096,577,1,0,2,15,27.0,4,2,0
25097,577,1,0,2,20,14.0,14,2,0
25098,577,1,0,2,20,15.0,9,2,0
25099,577,1,0,2,20,20.0,0,1,0
25100,577,1,0,2,40,10.0,15,1,0
25101,577,1,0,2,40,20.0,17,2,0
25102,577,1,0,2,40,25.0,6,2,0
25103,625,1,0,2,10,17.0,18,2,0
25104,625,1,0,2,20,16.0,10,2,0
25105,625,1,0,2,20,17.0,5,3,0
25106,625,1,0,2,20,18.0,10,2,0
25107,626,1,0,2,20,18.0,13,3,0
25108,626,1,0,2,20,20.0,13,2,0
25109,626,1,0,2,25,25.0,5,1,0
25110,625,1,0,2,40,29.0,6,1,0
25111,625,1,0,2,60,27.0,5,2,0
25112,625,1,0,2,80,20.0,5,2,0
25113,677,1,0,2,5,7.0,12,2,0
25114,677,1,0,2,5,26.0,10,2,0
25115,677,1,0,2,10,22.0,8,1,0
25116,677,1,0,2,15,9.0,5,2,0
25117,677,1,0,2,20,15.0,4,3,0
25118,677,1,0,2,20,20.0,20,2,0
25119,677,1,0,2,30,29.0,6,3,0
25120,677,1,0,2,40,35.0,2,2,0
25122,732,1,0,2,5,10.0,7,3,0
25123,731,1,0,2,5,18.0,12,2,0
25124,732,1,0,2,5,30.0,5,1,0
25125,732,1,0,2,10,10.0,12,1,0
25126,731,1,0,2,10,10.0,17,2,0
25127,732,1,0,2,10,20.0,7,1,0
25128,731,1,0,2,10,29.0,7,3,0
25129,731,1,0,2,15,20.0,7,1,0
25130,732,1,0,2,15,23.0,6,1,0
25131,732,1,0,2,15,30.0,12,2,0
25134,732,1,0,2,20,30.0,12,2,0
25135,732,1,0,2,30,13.0,0,3,0
25136,731,1,0,2,30,19.0,12,1,0
25137,731,1,0,2,30,27.0,7,3,0
25138,731,1,0,2,40,10.0,7,2,0
25140,732,1,0,2,40,34.0,0,3,0
25141,732,1,0,2,60,10.0,22,2,0
25142,789,1,0,2,10,8.0,19,3,0
25143,789,1,0,2,5,17.0,15,3,0
25144,789,1,0,2,10,8.0,23,2,0
25145,789,1,0,2,10,24.0,12,1,0
25146,790,1,0,2,20,12.0,21,3,0
25147,789,1,0,2,20,16.0,19,1,0
25148,789,1,0,2,25,37.0,1,1,0
25149,789,1,0,2,30,33.0,4,1,0
25150,789,1,0,2,40,19.0,20,3,0
25151,789,1,0,2,40,26.0,13,2,0
25152,789,1,0,2,60,32.0,2,3,0
25153,789,1,0,2,5,8.0,18,2,1
25154,789,1,0,2,30,16.0,22,1,1
25155,851,1,0,2,5,20.0,16,1,0
25156,851,1,0,2,5,23.0,14,1,0
25157,851,1,0,2,10,8.0,24,2,0
25158,851,1,0,2,10,10.0,14,2,0
25159,851,1,0,2,10,10.0,23,2,0
25160,851,1,0,2,10,16.0,18,2,0
25161,851,1,0,2,10,36.0,2,2,0
25163,851,1,0,2,15,19.0,11,3,0
25164,850,1,0,2,15,20.0,14,2,0
25165,850,1,0,2,20,9.0,23,1,0
25166,851,1,0,2,20,15.0,18,2,0
25167,851,1,0,2,20,30.0,6,2,0
25168,851,1,0,2,20,33.0,5,1,0
25169,850,1,0,2,30,15.0,5,1,0
25170,851,1,0,2,30,25.0,7,3,0
25171,851,1,0,2,60,20.0,10,2,0
25172,851,1,0,2,20,25.0,14,1,1
25173,915,1,0,2,5,11.0,24,2,0
25174,915,1,0,2,5,17.0,17,2,0
25175,915,1,0,2,5,17.0,18,3,0
25176,916,1,0,2,10,5.0,15,2,0
25178,915,1,0,2,10,15.0,23,2,0
25179,915,1,0,2,15,7.0,18,2,0
25180,916,1,0,2,15,25.0,17,1,0
25181,916,1,0,2,20,20.0,17,3,0
25182,916,1,0,2,20,21.0,19,3,0
25183,916,1,0,2,20,28.0,2,2,0
25184,916,1,0,2,30,31.0,8,2,0
25185,915,1,0,2,40,30.0,5,1,0
25186,916,1,0,2,40,34.0,3,2,0
25188,984,1,0,2,10,23.0,10,2,0
25189,984,1,0,2,5,10.0,2,2,0
25190,984,1,0,2,5,14.0,2,2,0
25191,984,1,0,2,5,36.0,0,2,0
25192,984,1,0,2,10,12.0,1,3,0
25193,984,1,0,2,10,18.0,18,1,0
25195,984,1,0,2,20,22.0,2,2,0
25196,984,1,0,2,30,21.0,2,1,0
25197,984,1,0,2,40,27.0,2,2,0
25198,1056,1,0,2,5,17.0,12,3,0
25200,1056,1,0,2,10,12.0,13,3,0
25201,1056,1,0,2,10,13.0,27,2,0
25203,1056,1,0,2,10,21.0,15,2,0
25204,1056,1,0,2,10,29.0,10,2,0
25205,1056,1,0,2,15,25.0,7,1,0
25206,1056,1,0,2,15,26.0,10,2,0
25207,1056,1,0,2,20,7.0,23,1,0
25208,1056,1,0,2,20,11.0,3,3,0
25209,1056,1,0,2,20,18.0,21,3,0
25210,1056,1,0,2,20,23.0,15,3,0
25211,1056,1,0,2,20,27.0,12,3,0
25213,1056,1,0,2,30,28.0,10,2,0
25214,1056,1,0,2,30,31.0,12,1,0
25215,1056,1,0,2,40,22.0,2,2,0
25216,1056,1,0,2,40,26.0,13,1,0
25217,1056,1,0,2,60,26.0,9,1,0
25218,1056,1,0,2,40,31.0,6,3,1
25219,1132,1,0,2,5,11.0,28,1,0
25220,1132,1,0,2,5,17.0,13,2,0
25222,1132,1,0,2,5,27.0,14,2,0
25223,1132,1,0,2,10,9.0,13,2,0
25224,1132,1,0,2,10,12.0,28,2,0
25225,1132,1,0,2,10,16.0,24,2,0
25226,1132,1,0,2,10,25.0,12,3,0
25227,1132,1,0,2,15,26.0,15,2,0
25228,1132,1,0,2,15,33.0,8,2,0
25230,1132,1,0,2,20,27.0,12,2,0
25231,1132,1,0,2,30,30.0,4,2,0
25232,1132,1,0,2,35,19.0,9,1,0
25233,1132,1,0,2,40,6.0,18,2,0
25234,1132,1,0,2,40,32.0,10,2,0
25235,1132,1,0,2,40,35.0,3,2,0
25236,1212,1,0,2,5,14.0,20,2,0
25237,1212,1,0,2,5,20.0,18,1,0
25238,1212,1,0,2,5,30.0,8,2,0
25239,1212,1,0,2,10,14.0,25,2,0
25240,1212,1,0,2,10,27.0,13,2,0
25241,1212,1,0,2,10,35.0,6,2,0
25242,1212,1,0,2,10,37.0,0,2,0
25243,1212,1,0,2,20,12.0,8,2,0
25244,1212,1,0,2,20,20.0,21,2,0
25245,1212,1,0,2,20,22.0,4,3,0
25247,1212,1,0,2,20,30.0,13,1,0
25248,1212,1,0,2,20,36.0,8,2,0
25249,1212,1,0,2,30,13.0,19,2,0
25250,1212,1,0,2,30,13.0,28,3,0
25251,1212,1,0,2,40,31.0,11,2,0
25252,1212,1,0,2,60,35.0,10,2,0
25253,1296,1,0,2,5,41.0,3,1,0
25254,1297,1,0,2,10,16.0,28,1,0
25255,1296,1,0,2,10,18.0,20,2,0
25256,1297,1,0,2,15,18.0,24,1,0
25257,1297,1,0,2,15,20.0,15,2,0
25258,1296,1,0,2,15,37.0,4,2,0
25259,1296,1,0,2,20,30.0,8,1,0
25261,1297,1,0,2,40,39.0,4,2,0
25262,1297,1,0,2,55,35.0,10,2,0
25263,1296,1,0,2,20,30.0,2,2,2
25264,1385,1,0,2,20,15.0,16,2,0
25266,1385,1,0,2,5,13.0,3,2,0
25267,1385,1,0,2,5,27.0,15,3,0
25268,1385,1,0,2,5,28.0,5,1,0
25269,1385,1,0,2,5,32.0,8,2,0
25270,1385,1,0,2,10,23.0,21,2,0
25271,1385,1,0,2,15,10.0,26,3,0
25272,1385,1,0,2,20,33.0,1,1,0
25273,1385,1,0,2,20,43.0,0,3,0
25274,1385,1,0,2,40,22.0,22,2,0
25276,1478,1,0,2,10,8.0,15,2,0
25277,1478,1,0,2,10,28.0,2,2,0
25278,1478,1,0,2,10,37.0,4,1,0
25279,1478,1,0,2,20,17.0,24,3,0
25280,1478,1,0,2,20,20.0,2,1,0
25281,1478,1,0,2,20,34.0,12,3,0
25282,1478,1,0,2,20,36.0,5,3,0
25283,1478,1,0,2,20,41.0,10,2,0
25284,1478,1,0,2,25,30.0,2,2,0
25285,1478,1,0,2,30,23.0,14,2,0
25286,1478,1,0,2,70,42.0,6,1,0
25287,1478,1,0,2,10,28.0,16,1,1
25288,1576,1,0,2,5,23.0,16,2,0
25289,1576,1,0,2,10,16.0,13,1,0
25290,1576,1,0,2,15,5.0,13,2,0
25291,1576,1,0,2,15,17.0,29,1,0
25292,1575,1,0,2,15,39.0,9,2,0
25294,1575,1,0,2,20,31.0,13,2,0
25295,1576,1,0,2,30,26.0,15,2,0
25296,1576,1,0,2,40,36.0,1,2,0
25297,1576,1,0,2,60,32.0,15,2,0
25298,1678,1,0,2,5,28.0,14,1,0
25300,1678,1,0,2,15,30.0,1,2,0
25301,1678,1,0,2,15,36.0,12,2,0
25302,1678,1,0,2,20,20.0,9,1,0
25303,1678,1,0,2,20,21.0,25,1,0
25304,1678,1,0,2,20,23.0,19,1,0
25305,1678,1,0,2,20,28.0,4,1,0
25307,1678,1,0,2,20,39.0,8,1,0
25308,1785,1,0,2,5,40.0,15,2,0
25309,1785,1,0,2,10,36.0,7,2,0
25310,1785,1,0,2,15,40.0,4,1,0
25311,1786,1,0,2,20,16.0,7,1,0
25312,1785,1,0,2,20,22.0,27,1,0
25313,1786,1,0,2,30,21.0,15,1,0
25314,1786,1,0,2,30,45.0,2,2,0
25315,1785,1,0,2,40,18.0,22,2,0
25316,1785,1,0,2,40,50.0,0,2,0
25317,1786,1,0,2,40,35.0,10,2,1
25318,1898,1,0,2,5,5.0,11,2,0
25319,1898,1,0,2,5,39.0,1,2,0
25320,1898,1,0,2,10,20.0,31,1,0
25321,1898,1,0,2,10,33.0,13,1,0
25322,1898,1,0,2,20,8.0,31,1,0
25323,1898,1,0,2,20,30.0,21,1,0
25325,1898,1,0,2,20,43.0,2,2,0
25326,1898,1,0,2,20,45.0,6,1,0
25327,1898,1,0,2,40,28.0,13,2,0
25329,2015,1,0,2,5,30.0,0,2,0
25330,2016,1,0,2,10,29.0,20,2,0
25331,2015,1,0,2,10,30.0,1,2,0
25332,2015,1,0,2,10,30.0,21,1,0
25333,2016,1,0,2,10,40.0,7,3,0
25334,2016,1,0,2,20,18.0,31,2,0
25335,2015,1,0,2,20,30.0,20,3,0
25336,2015,1,0,2,20,45.0,1,3,0
25337,2015,1,0,2,20,46.0,1,1,0
25338,2016,1,0,2,30,32.0,18,2,0
25339,2015,1,0,2,20,25.0,9,2,1
25340,2015,1,0,2,35,45.0,5,1,1
25341,2015,1,0,2,20,45.0,4,2,2
25342,2139,1,0,2,5,5.0,38,3,0
25343,2139,1,0,2,5,35.0,3,1,0
25344,2139,1,0,2,10,5.0,36,3,0
25345,2267,1,0,2,5,12.0,24,1,0
25346,2267,1,0,2,5,25.0,19,3,0
25347,2267,1,0,2,10,36.0,15,1,0
25348,2267,1,0,2,10,42.0,4,1,0
25349,2267,1,0,2,15,20.0,19,3,0
25350,2267,1,0,2,15,40.0,9,3,0
25352,2267,1,0,2,20,48.0,5,1,0
25353,2267,1,0,2,30,40.0,16,2,0
25354,2267,1,0,2,40,28.0,14,2,1
25355,2401,1,0,2,5,20.0,20,1,0
25356,2401,1,0,2,10,37.0,13,1,0
25357,2401,1,0,2,30,33.0,8,1,0
25358,2401,1,0,2,40,20.0,35,2,0
25360,2542,1,0,2,10,25.0,19,2,0
25361,2542,1,0,2,20,34.0,21,2,0
25362,2542,1,0,2,25,40.0,12,3,0
25363,2541,1,0,2,30,38.0,8,2,0
25364,2541,1,0,2,40,39.0,4,2,0
25365,2542,1,0,2,10,25.0,17,2,1
25366,2688,1,0,2,5,20.0,28,2,0
25367,2687,1,0,2,5,27.0,27,1,0
25368,2688,1,0,2,10,24.0,12,2,0
25369,2688,1,0,2,10,34.0,17,2,0
25370,2688,1,0,2,10,52.0,4,2,0
25371,2688,1,0,2,15,55.0,2,2,0
25372,2687,1,0,2,20,45.0,7,2,0
25373,2688,1,0,2,20,52.0,4,2,0
25374,2688,1,0,2,30,38.0,14,1,0
25375,2688,1,0,2,40,50.0,12,1,0
25376,2688,1,0,2,10,23.0,7,2,1
25377,2840,1,0,2,80,25.0,27,2,0
25378,2840,1,0,2,10,17.0,36,1,0
25379,2840,1,0,2,10,37.0,13,3,0
25380,2840,1,0,2,15,35.0,3,3,0
25381,2840,1,0,2,15,43.0,14,1,0
25382,2840,1,0,2,15,51.0,4,2,0
25383,2840,1,0,2,15,56.0,7,2,0
25385,2999,1,0,2,5,42.0,0,2,0
25386,2999,1,0,2,10,45.0,4,2,0
25387,2999,1,0,2,5,10.0,22,1,1
25388,3164,1,0,2,5,34.0,18,1,0
25389,3164,1,0,2,5,36.0,4,2,0
25390,3165,1,0,2,10,10.0,25,2,0
25391,3164,1,0,2,10,21.0,16,2,0
25392,3164,1,0,2,40,46.0,12,3,0
25393,3337,1,0,2,20,52.0,3,3,0
25394,3337,1,0,2,10,30.0,11,2,1
25395,3516,1,0,2,10,45.0,14,2,0
25396,3515,1,0,2,20,40.0,14,2,0
25397,3516,1,0,2,10,20.0,32,2,1
25398,3516,1,0,2,10,18.0,36,3,1
25399,3702,1,0,2,20,12.0,33,2,0
25400,3702,1,0,2,5,20.0,18,3,1
25401,3702,1,0,2,20,22.0,28,2,1
25402,3896,1,0,2,20,42.0,17,1,0
25403,3895,1,0,2,10,28.0,21,2,0
25404,4096,1,0,2,5,5.0,25,3,1
25405,209,1,1,1,0,0.0,0,2,1
25406,232,1,0,1,0,0.0,0,1,1
25408,312,1,1,1,0,0.0,0,1,1
25410,375,0,0,1,0,0.0,0,2,1
25411,448,0,1,1,0,0.0,0,1,1
25412,448,0,0,1,0,0.0,0,1,1
25413,626,1,0,1,0,0.0,0,2,1
25414,732,1,0,1,0,0.0,0,3,2
25415,789,0,0,1,0,0.0,0,1,0
25416,851,1,1,1,0,0.0,0,2,0
25417,1212,1,1,1,0,0.0,0,2,0
25418,1296,1,0,1,0,0.0,0,3,2
25419,1478,0,0,1,0,0.0,0,2,1
25420,1576,1,1,1,0,0.0,0,2,0
25421,2016,1,0,1,0,0.0,0,2,1
25422,2138,1,1,1,0,0.0,0,1,0
25424,2267,0,0,1,0,0.0,0,2,2
25425,2541,0,0,1,0,0.0,0,1,1
25426,2688,1,0,1,0,0.0,0,1,2
25427,2688,0,0,1,0,0.0,0,2,2
25428,2840,0,0,1,0,0.0,0,1,1
25429,2999,1,1,1,0,0.0,0,1,1
25430,2999,1,1,1,0,0.0,0,1,1
25433,151,0,1,3,5,13.0,0,1,0
25434,150,0,1,3,15,13.0,0,3,0
25436,150,0,1,3,40,17.0,0,2,0
25437,151,0,1,3,45,15.0,0,3,0
25439,168,1,1,3,20,13.0,0,1,0
25440,169,0,1,3,40,20.0,0,2,0
25441,188,1,1,3,25,23.0,0,2,0
25442,188,1,1,3,30,10.0,0,2,0
25443,188,1,1,3,40,20.0,0,3,1
25444,188,0,1,3,40,26.0,0,2,0
25446,209,0,1,3,10,23.0,0,3,0
25447,209,0,1,3,20,14.0,0,2,0
25448,231,1,1,3,50,14.0,0,2,0
25449,232,0,1,3,20,26.0,0,3,0
25450,257,1,1,3,30,26.0,0,3,0
25451,256,0,1,3,20,14.0,0,1,0
25452,257,0,1,3,50,19.0,0,1,0
25453,283,1,1,3,15,20.0,0,2,0
25454,283,1,1,3,40,23.0,0,1,0
25455,283,0,1,3,5,15.0,0,2,0
25456,283,0,1,3,40,23.0,0,1,0
25457,311,1,1,3,30,26.0,0,1,0
25458,311,0,1,3,10,14.0,0,3,0
25459,312,0,1,3,10,28.0,0,1,0
25460,312,0,1,3,30,25.0,0,1,0
25461,342,1,1,3,5,13.0,0,3,0
25462,342,1,1,3,35,27.0,0,2,0
25463,342,0,1,3,5,18.0,0,2,0
25464,342,0,1,3,5,23.0,0,2,0
25465,342,0,1,3,15,20.0,0,2,0
25467,342,0,1,3,20,8.0,0,3,0
25468,342,0,1,3,60,29.0,0,2,0
25469,375,1,1,3,25,21.0,0,3,0
25470,375,0,1,3,10,17.0,0,2,0
25471,375,0,1,3,25,15.0,0,2,0
25472,411,1,1,3,35,30.0,0,1,0
25477,410,0,1,3,35,16.0,0,1,0
25478,411,0,1,3,40,18.0,0,1,0
25479,411,0,1,3,60,21.0,0,2,0
25481,448,1,1,3,10,11.0,0,1,0
25482,448,1,1,3,20,27.0,0,2,0
25483,448,1,1,3,20,28.0,0,2,0
25484,448,1,1,3,50,32.0,0,1,0
25485,448,1,1,3,30,28.0,0,1,1
25486,448,0,1,3,15,25.0,0,1,0
25487,448,0,1,3,35,31.0,0,3,0
25488,448,0,1,3,50,29.0,0,2,0
25489,448,0,1,3,40,30.0,0,2,1
25490,448,0,1,3,40,36.0,0,1,1
25491,488,1,1,3,35,32.0,0,2,0
25492,488,1,1,3,40,34.0,0,2,0
25494,488,0,1,3,20,27.0,0,2,0
25495,489,0,1,3,35,37.0,0,2,0
25496,488,0,1,3,45,29.0,0,2,1
25497,531,1,1,3,5,30.0,0,1,0
25498,531,1,1,3,20,26.0,0,2,0
25499,531,1,1,3,25,32.0,0,2,0
25500,531,1,1,3,30,40.0,0,3,0
25501,531,1,1,3,35,35.0,0,1,0
25502,531,0,1,3,15,10.0,0,3,0
25503,531,0,1,3,20,9.0,0,1,0
