ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not used,Season 
20760,531,0,1,3,35,32.0,0,2,0
20764,531,0,0,3,15,32.0,0,2,0
20785,625,0,0,3,10,30.0,0,2,0
20796,677,0,0,3,5,30.0,0,2,0
20806,731,0,1,3,20,30.0,0,3,0
20813,731,0,0,3,15,36.0,0,2,0
20840,916,0,1,3,30,40.0,0,1,0
20842,916,0,1,3,40,35.0,0,1,0
20865,1132,0,1,3,60,40.0,0,2,0
20871,1132,0,0,3,35,40.0,0,1,0
20873,1212,0,1,3,5,43.0,0,2,0
20875,1212,0,1,3,10,40.0,0,2,0
20882,1212,0,0,3,30,39.0,0,2,0
20886,1212,0,0,3,20,39.0,0,2,1
20892,1296,0,0,3,10,40.0,0,1,0
20896,1296,0,0,3,40,40.0,0,1,0
20902,1385,0,1,3,40,40.0,0,2,2
20922,1478,0,0,3,20,46.0,0,2,0
20936,1678,0,0,3,15,48.0,0,1,0
20977,2541,0,0,3,60,55.0,0,3,2
20986,2840,0,1,3,20,50.0,0,2,0
20991,2999,0,1,3,10,50.0,0,2,0
20998,3337,0,1,3,30,60.0,0,1,0
20999,3337,0,1,3,30,50.0,0,2,0
21005,3702,0,1,3,20,60.0,0,2,0
21015,375,1,1,2,10,15.0,11,2,0
21025,410,1,1,2,45,25.0,2,1,0
21026,448,1,1,2,10,10.0,16,2,0
21065,577,1,1,2,60,30.0,6,1,0
21071,625,1,1,2,20,30.0,3,2,0
21084,625,1,1,2,60,25.0,7,3,0
21105,731,1,1,2,30,25.0,10,1,0
21106,731,1,1,2,30,40.0,0,2,0
21111,732,1,1,2,50,18.0,14,1,0
21112,732,1,1,2,60,14.0,22,3,0
21117,789,1,1,2,10,30.0,4,2,0
21148,851,1,1,2,30,25.0,11,3,0
21154,850,1,1,2,50,25.0,14,2,0
21177,984,1,1,2,15,14.0,25,2,0
21186,984,1,1,2,40,40.0,1,2,0
21207,1132,1,1,2,20,30.0,11,2,0
21215,1132,1,1,2,30,34.0,8,1,0
21222,1132,1,1,2,40,34.0,7,2,0
21224,1132,1,1,2,40,40.0,2,1,0
21226,1132,1,1,2,50,34.0,7,2,0
21228,1132,1,1,2,60,33.0,9,3,1
21235,1212,1,1,2,20,24.0,18,1,0
21237,1212,1,1,2,20,30.0,12,2,0
21240,1212,1,1,2,30,40.0,3,1,0
21264,1297,1,1,2,20,15.0,26,2,0
21265,1297,1,1,2,20,38.0,7,2,0
21270,1296,1,1,2,30,20.0,20,3,0
21277,1297,1,1,2,60,17.0,28,1,0
21280,1296,1,1,2,30,34.0,8,1,1
21282,1296,1,1,2,35,20.0,17,1,1
21307,1385,1,1,2,60,45.0,2,2,1
21309,1385,1,1,2,5,10.0,29,2,1
21319,1478,1,1,2,20,35.0,12,3,0
21320,1478,1,1,2,20,40.0,8,2,0
21332,1478,1,1,2,60,14.0,29,3,0
21335,1478,1,1,2,20,32.0,14,3,1
21341,1575,1,1,2,15,45.0,1,1,0
21350,1576,1,1,2,20,42.0,5,2,0
21353,1576,1,1,2,25,40.0,4,2,0
21356,1576,1,1,2,30,45.0,2,2,0
21360,1576,1,1,2,40,35.0,11,2,0
21365,1576,1,1,2,70,36.0,10,2,2
21368,1678,1,1,2,15,22.0,25,3,0
21395,1786,1,1,2,20,17.0,32,2,0
21410,1898,1,1,2,25,30.0,20,2,0
21411,1898,1,1,2,5,38.0,10,2,0
21415,1898,1,1,2,20,15.0,34,1,0
21422,1898,1,1,2,20,50.0,2,2,0
21424,1898,1,1,2,30,13.0,36,1,0
21447,2015,1,1,2,15,16.0,33,1,0
21452,2015,1,1,2,20,40.0,9,3,0
21456,2015,1,1,2,30,50.0,2,2,0
21465,2015,1,1,2,40,44.0,5,1,2
21480,2138,1,1,2,40,40.0,14,1,0
21484,2138,1,1,2,20,40.0,13,1,1
21488,2139,1,1,2,20,30.0,21,3,1
21493,2139,1,1,2,60,40.0,13,2,1
21494,2138,1,1,2,20,48.0,6,2,2
21503,2267,1,1,2,30,25.0,28,2,0
21506,2267,1,1,2,40,32.0,19,2,0
21518,2401,1,1,2,10,40.0,12,1,0
21519,2401,1,1,2,15,20.0,26,1,0
21522,2402,1,1,2,20,40.0,10,2,0
21538,2542,1,1,2,10,40.0,11,3,0
21540,2542,1,1,2,15,20.0,31,2,0
21542,2542,1,1,2,15,50.0,1,2,0
21544,2541,1,1,2,20,26.0,24,2,0
21547,2541,1,1,2,20,50.0,4,2,0
21548,2541,1,1,2,30,40.0,15,2,0
21549,2541,1,1,2,30,50.0,0,2,0
21572,2840,1,1,2,20,20.0,34,2,0
21580,2840,1,1,2,40,40.0,13,2,0
21582,2840,1,1,2,40,28.0,28,3,0
21586,2840,1,1,2,20,28.0,27,2,1
21591,2840,1,1,2,40,10.0,38,2,1
21597,2999,1,1,2,20,30.0,30,2,0
21598,2999,1,1,2,20,38.0,20,3,0
21617,3164,1,1,2,40,39.0,18,1,0
21627,3337,1,1,2,20,20.0,40,2,0
21631,3337,1,1,2,30,25.0,34,2,0
21634,3337,1,1,2,20,30.0,32,2,1
21637,3337,1,1,2,20,48.0,14,2,1
21645,3702,1,1,2,10,20.0,37,3,0
21660,188,1,0,2,20,17.0,3,3,0
21661,188,1,0,2,20,17.0,2,1,0
21665,231,1,0,2,20,14.0,9,2,0
21669,283,1,0,2,15,18.0,6,2,0
21684,375,1,0,2,20,22.0,0,1,0
21688,410,1,0,2,15,16.0,13,1,0
21708,448,1,0,2,20,26.0,5,2,0
21719,448,1,0,2,40,17.0,12,2,0
21736,489,1,0,2,30,28.0,3,2,0
21752,531,1,0,2,30,30.0,0,2,0
21778,577,1,0,2,50,17.0,16,2,0
21780,577,1,0,2,60,29.0,5,3,0
21788,626,1,0,2,20,35.0,0,2,0
21789,625,1,0,2,20,26.0,5,1,0
21803,625,1,0,2,50,20.0,13,3,0
21805,625,1,0,2,50,30.0,4,2,0
21808,625,1,0,2,60,15.0,14,1,0
21814,677,1,0,2,15,15.0,14,3,0
21815,677,1,0,2,15,23.0,10,2,0
21818,677,1,0,2,15,30.0,0,2,0
21825,677,1,0,2,25,16.0,20,2,0
21831,677,1,0,2,40,35.0,1,2,0
21833,677,1,0,2,50,18.0,18,2,0
21834,677,1,0,2,50,35.0,1,3,0
21837,677,1,0,2,80,17.0,12,3,0
21871,731,1,0,2,40,35.0,1,2,2
21895,851,1,0,2,10,12.0,23,2,0
21901,850,1,0,2,15,25.0,9,2,0
21912,851,1,0,2,30,35.0,4,1,0
21934,915,1,0,2,20,20.0,19,2,0
21958,984,1,0,2,20,25.0,14,2,0
21971,984,1,0,2,40,38.0,1,3,0
21980,1056,1,0,2,20,12.0,27,2,0
21990,1056,1,0,2,40,10.0,27,2,0
21997,1056,1,0,2,50,25.0,12,3,0
21998,1056,1,0,2,50,35.0,4,1,0
22025,1132,1,0,2,50,37.0,1,2,0
22035,1212,1,0,2,5,20.0,17,2,0
22046,1212,1,0,2,20,36.0,4,3,0
22048,1212,1,0,2,25,20.0,18,2,0
22061,1212,1,0,2,30,38.0,1,2,0
22075,1297,1,0,2,10,16.0,22,3,0
22094,1297,1,0,2,40,40.0,1,2,0
22109,1385,1,0,2,10,5.0,31,3,0
22111,1385,1,0,2,10,30.0,15,2,0
22119,1385,1,0,2,20,11.0,29,1,0
22131,1385,1,0,2,40,36.0,5,3,0
22133,1385,1,0,2,45,26.0,15,2,0
22134,1385,1,0,2,60,20.0,18,2,0
22166,1576,1,0,2,10,30.0,13,2,0
22177,1575,1,0,2,20,30.0,14,2,0
22197,1678,1,0,2,15,30.0,16,3,0
22214,1786,1,0,2,10,20.0,23,1,0
22226,1786,1,0,2,20,38.0,10,2,0
22232,1785,1,0,2,40,31.0,17,1,0
22245,1898,1,0,2,10,20.0,30,1,0
22255,1898,1,0,2,15,35.0,14,2,0
22266,1898,1,0,2,30,40.0,8,3,0
22268,1898,1,0,2,40,30.0,16,1,0
22293,2139,1,0,2,10,20.0,24,2,0
22313,2267,1,0,2,15,20.0,33,1,0
22314,2267,1,0,2,15,40.0,11,1,0
22323,2267,1,0,2,25,31.0,20,1,0
22324,2267,1,0,2,25,40.0,11,3,0
22325,2267,1,0,2,30,34.0,17,2,0
22349,2401,1,0,2,40,34.0,19,3,0
22378,2541,1,0,2,25,27.0,26,2,1
22381,2688,1,0,2,20,33.0,20,3,0
22391,2840,1,0,2,10,25.0,29,1,0
22393,2840,1,0,2,10,40.0,13,1,0
22395,2840,1,0,2,20,45.0,11,1,0
22407,2999,1,0,2,30,15.0,44,1,0
22416,3165,1,0,2,20,23.0,35,3,0
22420,3164,1,0,2,20,40.0,14,2,1
22421,3337,1,0,2,30,30.0,27,2,0
22436,3516,1,0,2,15,39.0,22,1,1
22439,3702,1,0,2,20,54.0,10,2,0
22446,3895,1,0,2,10,25.0,34,2,0
22454,150,0,1,2,30,13.0,5,3,0
22481,375,0,1,2,10,20.0,6,2,0
22483,375,0,1,2,20,13.0,12,3,0
22497,448,0,1,2,30,30.0,0,2,0
22499,448,0,1,2,40,24.0,5,1,0
22509,488,0,1,2,20,17.0,14,1,0
22512,488,0,1,2,30,25.0,4,2,0
22519,531,0,1,2,40,30.0,3,2,0
22522,577,0,1,2,20,20.0,12,2,0
22523,577,0,1,2,20,30.0,3,1,0
22528,625,0,1,2,10,20.0,7,2,0
22546,732,0,1,2,5,5.0,17,1,0
22548,731,0,1,2,10,30.0,5,3,0
22569,789,0,1,2,30,21.0,14,1,0
22583,851,0,1,2,20,15.0,18,3,0
22610,984,0,1,2,5,27.0,13,2,0
22612,984,0,1,2,10,34.0,6,3,0
22618,984,0,1,2,20,12.0,26,2,0
22619,1056,0,1,2,20,30.0,7,1,0
22626,1056,0,1,2,20,40.0,1,2,0
22632,1056,0,1,2,40,28.0,12,2,0
22635,1056,0,1,2,25,36.0,3,1,2
22636,1132,0,1,2,5,18.0,22,2,0
22639,1132,0,1,2,10,20.0,18,2,0
22641,1132,0,1,2,10,28.0,14,1,0
22643,1132,0,1,2,20,20.0,19,3,0
22651,1212,0,1,2,5,17.0,23,1,0
22652,1212,0,1,2,5,30.0,14,2,0
22658,1212,0,1,2,15,30.0,13,2,0
22659,1212,0,1,2,20,11.0,28,2,0
22664,1212,0,1,2,30,33.0,8,3,0
22685,1297,0,1,2,30,40.0,6,1,0
22687,1296,0,1,2,40,30.0,10,2,0
22689,1385,0,1,2,5,10.0,19,1,0
22692,1385,0,1,2,10,40.0,6,1,0
22695,1385,0,1,2,15,40.0,4,3,0
22700,1385,0,1,2,30,40.0,0,2,0
22706,1478,0,1,2,10,20.0,20,3,0
22708,1478,0,1,2,15,40.0,7,1,0
22716,1478,0,1,2,30,30.0,9,2,0
22722,1576,0,1,2,20,40.0,5,2,0
22731,1678,0,1,2,10,10.0,30,2,0
22734,1678,0,1,2,15,10.0,31,1,0
22744,1785,0,1,2,30,40.0,3,2,0
22747,1785,0,1,2,60,24.0,23,1,0
22777,2138,0,1,2,10,30.0,18,1,0
22787,2139,0,1,2,30,50.0,3,2,1
22797,2267,0,1,2,15,45.0,5,3,0
22813,2542,0,1,2,10,30.0,21,2,0
22814,2541,0,1,2,10,30.0,16,1,0
22824,2688,0,1,2,5,32.0,22,3,0
22833,2840,0,1,2,20,50.0,5,2,0
22835,2840,0,1,2,40,49.0,8,1,0
22851,3164,0,1,2,60,40.0,20,2,1
22852,3165,0,1,2,20,35.0,17,2,1
22860,531,1,0,1,0,0.0,0,1,1
22875,150,1,0,3,15,6.0,0,1,0
22884,188,1,0,3,50,23.0,0,2,0
22911,410,1,1,3,5,24.0,0,2,0
22920,448,1,1,3,30,30.0,0,1,2
22928,489,1,1,3,30,33.0,0,2,0
22934,488,1,0,3,60,32.0,0,2,0
22935,488,1,0,3,30,30.0,0,2,1
22938,531,1,1,3,20,32.0,0,3,1
22942,531,1,0,3,20,32.0,0,1,0
22943,531,1,0,3,30,30.0,0,2,0
22958,577,1,0,3,50,36.0,0,3,1
22963,626,1,1,3,35,32.0,0,2,0
22966,626,1,1,3,20,37.0,0,1,1
22977,677,1,1,3,15,36.0,0,2,1
22979,677,1,0,3,10,30.0,0,2,0
23001,851,1,1,3,5,30.0,0,2,0
23013,916,1,1,3,20,42.0,0,2,2
23015,984,1,1,3,5,46.0,0,2,0
23024,984,1,0,3,30,45.0,0,3,0
23027,984,1,0,3,15,40.0,0,2,2
23031,1056,1,1,3,40,40.0,0,1,0
23037,1056,1,1,3,10,40.0,0,2,1
23038,1056,1,1,3,20,40.0,0,2,1
23043,1056,1,0,3,30,40.0,0,1,1
23046,1132,1,1,3,10,40.0,0,1,0
23050,1132,1,1,3,45,40.0,0,2,0
23053,1132,1,0,3,20,40.0,0,2,0
23059,1212,1,1,3,5,40.0,0,1,0
23063,1212,1,1,3,30,43.0,0,2,1
23070,1296,1,1,3,15,45.0,0,2,0
23109,1478,1,0,3,35,48.0,0,2,0
23138,1785,1,1,3,10,50.0,0,1,0
23144,1785,1,0,3,35,55.0,0,1,0
23153,1898,1,1,3,20,50.0,0,2,2
23162,2016,1,0,3,30,50.0,0,1,0
23167,2138,1,1,3,20,53.0,0,2,1
23185,2267,1,1,3,20,53.0,0,2,1
23199,2542,1,1,3,10,50.0,0,2,0
23210,2687,1,1,3,10,55.0,0,3,1
23216,2840,1,1,3,30,60.0,0,2,0
23217,2840,1,1,3,15,60.0,0,3,1
23252,283,0,1,3,20,25.0,0,2,0
23290,448,0,0,3,50,29.0,0,3,0
23293,488,0,1,3,20,32.0,0,1,0
23306,531,0,1,3,10,28.0,0,1,1
23309,531,0,0,3,15,32.0,0,3,0
23314,577,0,1,3,30,30.0,0,1,0
23326,626,0,1,3,40,37.0,0,3,1
23328,625,0,0,3,40,35.0,0,2,0
23335,677,0,0,3,10,30.0,0,2,0
23340,731,0,1,3,20,30.0,0,3,0
23352,789,0,1,3,5,25.0,0,3,0
23363,851,0,1,3,20,38.0,0,3,1
23397,1056,0,1,3,35,40.0,0,1,1
23404,1132,0,1,3,35,40.0,0,1,0
23405,1132,0,1,3,40,40.0,0,2,0
23407,1132,0,1,3,20,40.0,0,1,1
23414,1132,0,0,3,40,40.0,0,2,0
23415,1132,0,0,3,40,42.0,0,3,0
23416,1132,0,0,3,60,40.0,0,2,0
23424,1212,0,1,3,30,41.0,0,3,0
23445,1296,0,0,3,60,40.0,0,1,0
23495,1678,0,1,3,20,49.0,0,2,1
23505,1786,0,1,3,20,47.0,0,1,0
23513,1898,0,1,3,25,50.0,0,3,0
23520,1898,0,0,3,25,50.0,0,2,2
23523,2015,0,1,3,25,50.0,0,2,0
23524,2015,0,1,3,25,50.0,0,1,0
23549,2402,0,0,3,10,50.0,0,3,2
23550,2542,0,1,3,10,50.0,0,2,0
23558,2688,0,1,3,40,50.0,0,3,0
23561,2840,0,1,3,10,40.0,0,2,0
23573,2999,0,0,3,10,50.0,0,2,1
23580,3516,0,0,3,10,59.0,0,3,1
23582,3702,0,1,3,20,60.0,0,2,0
23588,188,1,1,2,10,15.0,6,2,0
23590,209,1,1,2,20,20.0,4,1,0
23592,209,1,1,2,25,18.0,3,2,0
23613,448,1,1,2,20,20.0,9,3,0
23614,448,1,1,2,20,20.0,10,1,0
23635,488,1,1,2,60,15.0,17,2,0
23642,531,1,1,2,30,30.0,2,3,0
23663,577,1,1,2,70,25.0,10,2,0
23665,626,1,1,2,10,20.0,10,2,0
23675,626,1,1,2,40,28.0,5,2,0
23684,677,1,1,2,20,34.0,1,3,0
23691,677,1,1,2,60,24.0,12,1,1
23697,731,1,1,2,25,30.0,3,1,0
23723,790,1,1,2,40,12.0,23,2,0
23727,789,1,1,2,40,30.0,6,2,0
23730,789,1,1,2,50,33.0,5,2,0
23737,851,1,1,2,10,20.0,17,3,0
23739,851,1,1,2,10,22.0,15,2,0
23765,984,1,1,2,10,27.0,11,3,0
23771,984,1,1,2,20,40.0,0,1,0
23776,984,1,1,2,25,40.0,1,2,0
23783,984,1,1,2,50,31.0,8,1,0
23784,984,1,1,2,50,26.0,13,3,0
23808,1056,1,1,2,60,34.0,5,2,1
23828,1132,1,1,2,60,36.0,8,2,0
23837,1212,1,1,2,20,40.0,2,2,0
23843,1212,1,1,2,20,40.0,3,1,0
23851,1212,1,1,2,40,36.0,8,2,0
23857,1212,1,1,2,40,13.0,28,3,1
23876,1296,1,1,2,20,40.0,2,2,1
23885,1385,1,1,2,20,20.0,26,2,0
23890,1385,1,1,2,20,22.0,21,2,0
23896,1385,1,1,2,30,30.0,12,1,0
23903,1385,1,1,2,40,32.0,11,3,0
23910,1478,1,1,2,10,25.0,19,1,0
23917,1478,1,1,2,20,34.0,14,1,0
23918,1478,1,1,2,20,34.0,11,1,0
23925,1478,1,1,2,30,27.0,15,3,0
23927,1478,1,1,2,30,34.0,10,3,0
23937,1478,1,1,2,15,40.0,7,2,1
23938,1478,1,1,2,20,40.0,6,3,1
23949,1576,1,1,2,20,32.0,13,3,0
23953,1576,1,1,2,30,32.0,15,3,0
23954,1576,1,1,2,40,19.0,29,3,0
23982,1678,1,1,2,50,25.0,22,2,0
23993,1785,1,1,2,15,31.0,17,2,0
24004,1785,1,1,2,25,44.0,2,3,0
24014,1785,1,1,2,90,48.0,7,3,1
24017,1898,1,1,2,5,30.0,16,2,0
24018,1898,1,1,2,10,40.0,10,2,0
24033,1898,1,1,2,40,36.0,15,2,0
24049,2015,1,1,2,35,38.0,14,2,0
24073,2138,1,1,2,40,40.0,13,1,0
24091,2267,1,1,2,40,48.0,4,2,0
24106,2401,1,1,2,20,44.0,8,2,0
24110,2401,1,1,2,30,16.0,34,2,0
24118,2401,1,1,2,50,40.0,13,2,0
24126,2542,1,1,2,5,26.0,24,2,0
24137,2542,1,1,2,60,48.0,10,2,0
24146,2688,1,1,2,20,45.0,10,2,0
24160,2840,1,1,2,15,16.0,37,1,0
24175,2999,1,1,2,15,25.0,29,1,0
24176,2999,1,1,2,20,23.0,34,3,0
24194,3164,1,1,2,40,39.0,22,2,1
24196,3165,1,1,2,10,40.0,17,2,1
24227,3895,1,1,2,10,35.0,23,2,0
24240,168,1,0,2,40,13.0,3,2,0
24248,283,1,0,2,20,16.0,7,1,0
24274,410,1,0,2,30,25.0,4,1,0
24275,411,1,0,2,30,17.0,11,1,0
24295,489,1,0,2,5,12.0,17,1,0
24298,488,1,0,2,10,25.0,3,3,0
24311,488,1,0,2,60,24.0,6,2,0
24319,531,1,0,2,20,27.0,3,2,0
24349,577,1,0,2,25,15.0,14,1,0
24357,577,1,0,2,40,12.0,18,2,0
24376,625,1,0,2,30,15.0,17,1,0
24390,677,1,0,2,10,30.0,3,1,0
24407,677,1,0,2,25,25.0,5,3,0
24409,677,1,0,2,30,18.0,14,2,0
24414,677,1,0,2,40,23.0,9,1,0
24416,677,1,0,2,40,35.0,1,2,0
24436,732,1,0,2,40,16.0,21,1,0
24462,789,1,0,2,20,25.0,12,3,0
24474,789,1,0,2,50,20.0,15,2,0
24475,789,1,0,2,50,35.0,2,1,0
24488,851,1,0,2,20,29.0,7,3,0
24490,850,1,0,2,20,25.0,10,2,0
24513,915,1,0,2,30,30.0,8,2,0
24539,984,1,0,2,25,38.0,1,1,0
24547,984,1,0,2,35,38.0,0,2,0
24554,984,1,0,2,50,15.0,23,2,0
24556,984,1,0,2,50,25.0,14,2,0
24574,1056,1,0,2,30,20.0,20,3,0
24581,1056,1,0,2,40,37.0,1,1,0
24600,1132,1,0,2,10,20.0,20,2,0
24603,1132,1,0,2,15,20.0,18,2,0
24623,1132,1,0,2,60,27.0,15,2,0
24661,1297,1,0,2,15,10.0,29,2,0
24676,1296,1,0,2,30,15.0,28,2,0
24679,1297,1,0,2,35,32.0,10,2,0
24692,1385,1,0,2,5,40.0,1,3,0
24694,1385,1,0,2,10,5.0,28,2,0
24704,1385,1,0,2,20,40.0,5,2,0
24705,1385,1,0,2,30,32.0,11,3,0
24713,1385,1,0,2,40,46.0,1,1,0
24739,1478,1,0,2,25,39.0,5,2,0
24750,1478,1,0,2,60,36.0,10,2,0
24787,1678,1,0,2,20,20.0,25,1,0
24794,1678,1,0,2,30,31.0,17,1,0
24804,1678,1,0,2,60,33.0,15,3,0
24810,1786,1,0,2,10,38.0,10,3,0
24812,1785,1,0,2,10,35.0,10,1,0
24813,1785,1,0,2,15,30.0,20,3,0
24815,1786,1,0,2,15,44.0,3,2,0
24822,1785,1,0,2,30,35.0,13,2,0
24824,1786,1,0,2,40,7.0,34,1,0
24825,1786,1,0,2,40,38.0,12,3,0
24834,1785,1,0,2,40,44.0,4,1,2
24838,1898,1,0,2,20,50.0,1,2,0
24851,2016,1,0,2,10,22.0,27,1,0
24865,2016,1,0,2,40,44.0,4,2,0
24873,2139,1,0,2,10,38.0,14,2,0
24894,2267,1,0,2,5,40.0,7,1,0
24907,2267,1,0,2,5,13.0,39,2,1
24909,2267,1,0,2,40,40.0,9,2,1
24937,2542,1,0,2,20,44.0,10,2,0
24946,2541,1,0,2,25,45.0,7,2,2
24947,2542,1,0,2,20,44.0,6,1,2
24949,2688,1,0,2,5,45.0,12,3,0
24962,2840,1,0,2,10,17.0,36,2,0
24965,2840,1,0,2,10,40.0,13,2,0
24971,2840,1,0,2,20,55.0,0,1,0
24991,2999,1,0,2,40,40.0,14,3,0
24999,3164,1,0,2,40,28.0,33,2,0
25025,3702,1,0,2,40,50.0,8,2,1
25031,3895,1,0,2,30,39.0,22,2,1
25033,4097,1,0,2,20,41.0,25,2,0
25034,4097,1,0,2,20,17.0,40,3,1
25039,232,0,1,2,15,15.0,4,3,0
25041,232,0,1,2,20,18.0,2,3,0
25055,375,0,1,2,15,11.0,14,1,0
25068,411,0,1,2,20,20.0,6,3,0
25075,448,0,1,2,25,15.0,13,2,0
25084,488,0,1,2,10,15.0,14,2,0
25086,489,0,1,2,15,20.0,11,1,0
25089,488,0,1,2,70,28.0,4,1,0
25093,577,0,1,2,10,12.0,19,1,0
25094,577,0,1,2,10,30.0,4,2,0
25121,731,0,1,2,20,22.0,9,3,0
25132,732,0,1,2,20,20.0,13,2,0
25133,732,0,1,2,20,20.0,13,2,0
25139,732,0,1,2,40,30.0,4,1,0
25162,850,0,1,2,15,14.0,22,1,0
25177,915,0,1,2,10,15.0,20,1,0
25187,915,0,1,2,50,18.0,18,2,0
25194,984,0,1,2,20,24.0,15,1,0
25199,1056,0,1,2,5,10.0,8,1,0
25202,1056,0,1,2,10,16.0,21,2,0
25212,1056,0,1,2,20,40.0,2,1,0
25221,1132,0,1,2,5,20.0,19,1,0
25229,1132,0,1,2,20,20.0,16,2,0
25246,1212,0,1,2,20,30.0,12,2,0
25260,1297,0,1,2,30,40.0,1,1,0
25265,1385,0,1,2,5,40.0,4,1,0
25275,1478,0,1,2,5,23.0,17,3,0
25293,1576,0,1,2,20,14.0,33,3,0
25299,1678,0,1,2,10,20.0,22,2,0
25306,1678,0,1,2,20,40.0,5,2,0
25324,1898,0,1,2,20,47.0,2,1,0
25328,2015,0,1,2,5,30.0,14,2,0
25351,2267,0,1,2,20,48.0,0,1,0
25359,2401,0,1,2,40,30.0,23,2,0
25384,2840,0,1,2,10,36.0,16,2,1
25407,257,0,1,1,0,0.0,0,2,1
25409,375,0,1,1,0,0.0,0,2,1
25423,2138,0,1,1,0,0.0,0,3,2
25431,3896,1,0,1,0,0.0,0,1,1
25432,151,1,1,3,25,20.0,0,1,0
25435,150,1,0,3,30,18.0,0,2,0
25438,168,1,1,3,15,19.0,0,3,0
25445,209,1,0,3,5,20.0,0,3,0
25466,342,1,0,3,15,21.0,0,2,0
25473,411,1,1,3,40,29.0,0,1,0
25474,411,1,1,3,60,29.0,0,1,1
25475,410,1,0,3,10,30.0,0,2,0
25476,410,1,0,3,25,30.0,0,2,0
25480,411,1,0,3,40,29.0,0,1,1
25493,488,1,1,3,30,30.0,0,2,1
25511,577,1,0,3,15,33.0,0,2,0
25517,625,1,1,3,30,34.0,0,2,0
25544,790,1,1,3,40,34.0,0,1,0
25552,851,1,1,3,10,40.0,0,2,0
25556,850,1,0,3,5,30.0,0,3,0
25561,851,1,0,3,40,38.0,0,2,1
25562,850,1,0,3,25,38.0,0,2,1
25583,1056,1,1,3,30,40.0,0,1,0
25589,1056,1,0,3,15,39.0,0,2,0
25600,1132,1,0,3,10,40.0,0,2,0
25608,1212,1,1,3,40,42.0,0,3,0
25613,1212,1,0,3,30,43.0,0,1,0
25618,1212,1,0,3,30,43.0,0,2,2
25634,1385,1,0,3,15,46.0,0,3,0
25638,1385,1,0,3,30,44.0,0,3,1
25644,1478,1,1,3,25,50.0,0,2,1
25654,1576,1,1,3,20,50.0,0,3,1
25661,1575,1,0,3,20,47.0,0,1,2
25675,1785,1,1,3,30,50.0,0,2,0
25704,2139,1,1,3,30,52.0,0,2,0
25721,2541,1,1,3,10,50.0,0,2,0
25723,2541,1,1,3,20,55.0,0,1,2
25733,2840,1,1,3,15,60.0,0,2,0
25751,3336,1,0,3,15,60.0,0,3,1
25753,3702,1,0,3,40,60.0,0,3,0
25755,150,0,0,3,10,5.0,0,2,0
25757,151,0,0,3,15,15.0,0,1,0
25779,311,0,1,3,15,28.0,0,3,0
25839,577,0,1,3,15,20.0,0,2,2
25848,626,0,1,3,30,34.0,0,1,0
25852,626,0,0,3,30,30.0,0,2,0
25860,677,0,1,3,25,30.0,0,2,0
25876,790,0,1,3,20,25.0,0,3,1
25877,789,0,1,3,20,33.0,0,2,1
25889,851,0,0,3,40,35.0,0,1,0
25892,851,0,0,3,60,37.0,0,1,0
25895,916,0,0,3,5,35.0,0,2,0
25897,984,0,1,3,5,30.0,0,2,0
25915,1056,0,1,3,15,39.0,0,3,0
25936,1132,0,0,3,30,40.0,0,2,2
25947,1296,0,1,3,15,44.0,0,2,0
25950,1297,0,1,3,10,42.0,0,1,1
25957,1385,0,1,3,10,40.0,0,2,0
25961,1385,0,0,3,25,40.0,0,2,0
25967,1478,0,1,3,20,45.0,0,3,1
25976,1678,0,1,3,15,48.0,0,1,0
25979,1678,0,1,3,25,40.0,0,2,0
25997,1898,0,1,3,60,50.0,0,1,0
26031,2401,0,1,3,15,52.0,0,2,1
26033,2542,0,1,3,20,50.0,0,2,0
26043,2687,0,0,3,10,50.0,0,1,0
26044,2688,0,0,3,15,50.0,0,1,0
26062,3516,0,1,3,10,59.0,0,3,0
26081,312,1,1,2,10,10.0,8,2,0
26083,311,1,1,2,20,11.0,6,1,0
26085,342,1,1,2,20,15.0,8,2,0
26087,342,1,1,2,25,25.0,5,1,0
26099,448,1,1,2,5,30.0,2,2,0
26100,448,1,1,2,15,20.0,8,1,0
26101,448,1,1,2,20,25.0,4,2,0
26113,488,1,1,2,15,20.0,2,2,0
26120,488,1,1,2,50,31.0,0,1,0
26125,531,1,1,2,30,15.0,16,2,0
26177,732,1,1,2,20,30.0,6,2,0
26191,732,1,1,2,60,40.0,0,2,0
26199,789,1,1,2,30,30.0,8,2,0
26200,790,1,1,2,35,40.0,0,3,0
26237,915,1,1,2,30,29.0,7,3,0
26238,915,1,1,2,40,15.0,22,2,0
26239,915,1,1,2,40,15.0,20,2,0
26260,984,1,1,2,30,30.0,10,3,0
26266,984,1,1,2,40,34.0,5,2,0
26279,1056,1,1,2,20,35.0,6,3,0
26296,1132,1,1,2,10,12.0,28,1,0
26315,1132,1,1,2,45,34.0,6,1,0
26324,1212,1,1,2,10,40.0,4,2,0
26325,1212,1,1,2,20,18.0,24,3,0
26332,1212,1,1,2,25,19.0,20,2,0
26353,1296,1,1,2,30,15.0,29,1,0
26356,1296,1,1,2,30,40.0,6,1,0
26372,1385,1,1,2,30,20.0,26,2,0
26382,1385,1,1,2,40,25.0,16,3,1
26384,1385,1,1,2,50,45.0,3,2,1
26389,1478,1,1,2,20,30.0,16,1,0
